assignment_id,pelatihan_id,judul_assignment,deskripsi_assignment,instruksi_submission,due_days_after_enroll,status_aktif,created_at
ASN000085,PLT000042,Perhitungan HPP produk utama,Tugas proyek: Perhitungan HPP produk utama. Peserta diminta membuat bukti praktik yang relevan dengan usaha masing-masing.,"Upload dokumen proyek yang menjelaskan masalah usaha, solusi yang diterapkan, output akhir, dan tautan/foto pendukung bila tersedia.",25,true,2024-01-26 08:00:00
ASN000086,PLT000043,Audit toko marketplace,Project file-upload: Audit toko marketplace. Output harus menunjukkan proses dan hasil penerapan pada UMKM peserta.,"Kumpulkan satu file utama berisi laporan praktik, dokumentasi foto/screenshot, dan refleksi singkat hasil implementasi pada usaha masing-masing.",14,true,2024-01-15 08:00:00
ASN000087,PLT000044,Pitch deck produk ekspor,Tugas proyek: Pitch deck produk ekspor. Peserta diminta membuat bukti praktik yang relevan dengan usaha masing-masing.,"Upload dokumen proyek yang menjelaskan masalah usaha, solusi yang diterapkan, output akhir, dan tautan/foto pendukung bila tersedia.",14,true,2024-01-15 08:00:00
ASN000088,PLT000045,Mockup desain kemasan,Project file-upload: Mockup desain kemasan. Output harus menunjukkan proses dan hasil penerapan pada UMKM peserta.,"Peserta wajib mengunggah file proyek final. Lampirkan data usaha seperlunya, contoh implementasi, dan rencana tindak lanjut setelah pelatihan.",13,true,2024-01-14 08:00:00
ASN000089,PLT000045,Brand guideline sederhana,Project file-upload: Brand guideline sederhana. Output harus menunjukkan proses dan hasil penerapan pada UMKM peserta.,"Peserta wajib mengunggah file proyek final. Lampirkan data usaha seperlunya, contoh implementasi, dan rencana tindak lanjut setelah pelatihan.",23,true,2024-01-24 08:00:00
ASN000090,PLT000045,Mockup desain kemasan,"Studi kasus terapan: Mockup desain kemasan. Peserta menyiapkan dokumen kerja, bukti pendukung, dan rencana tindak lanjut.","Upload dokumen proyek yang menjelaskan masalah usaha, solusi yang diterapkan, output akhir, dan tautan/foto pendukung bila tersedia.",26,true,2024-01-27 08:00:00
ASN000091,PLT000046,SOP customer service,Project file-upload: SOP customer service. Output harus menunjukkan proses dan hasil penerapan pada UMKM peserta.,"Unggah file hasil proyek dalam format PDF/DOCX/XLSX/PPTX. File harus memuat identitas UMKM, kondisi awal, langkah pengerjaan, hasil akhir, dan bukti pendukung.",13,true,2024-01-14 08:00:00
ASN000092,PLT000047,SOP produksi harian,Project file-upload: SOP produksi harian. Output harus menunjukkan proses dan hasil penerapan pada UMKM peserta.,"Upload dokumen proyek yang menjelaskan masalah usaha, solusi yang diterapkan, output akhir, dan tautan/foto pendukung bila tersedia.",14,true,2024-01-15 08:00:00
ASN000093,PLT000047,Laporan perbaikan proses,Tugas proyek: Laporan perbaikan proses. Peserta diminta membuat bukti praktik yang relevan dengan usaha masing-masing.,"Upload dokumen proyek yang menjelaskan masalah usaha, solusi yang diterapkan, output akhir, dan tautan/foto pendukung bila tersedia.",22,true,2024-01-23 08:00:00
ASN000094,PLT000047,SOP produksi harian,Project file-upload: SOP produksi harian. Output harus menunjukkan proses dan hasil penerapan pada UMKM peserta.,"Kumpulkan satu file utama berisi laporan praktik, dokumentasi foto/screenshot, dan refleksi singkat hasil implementasi pada usaha masing-masing.",26,true,2024-01-27 08:00:00
ASN000095,PLT000048,Pitch deck UMKM,"Studi kasus terapan: Pitch deck UMKM. Peserta menyiapkan dokumen kerja, bukti pendukung, dan rencana tindak lanjut.","Unggah file hasil proyek dalam format PDF/DOCX/XLSX/PPTX. File harus memuat identitas UMKM, kondisi awal, langkah pengerjaan, hasil akhir, dan bukti pendukung.",19,true,2024-01-20 08:00:00
ASN000096,PLT000048,Video pendek pitching usaha,Project file-upload: Video pendek pitching usaha. Output harus menunjukkan proses dan hasil penerapan pada UMKM peserta.,"Upload dokumen proyek yang menjelaskan masalah usaha, solusi yang diterapkan, output akhir, dan tautan/foto pendukung bila tersedia.",17,true,2024-01-18 08:00:00
ASN000097,PLT000048,Pitch deck UMKM,Tugas proyek: Pitch deck UMKM. Peserta diminta membuat bukti praktik yang relevan dengan usaha masing-masing.,"Peserta wajib mengunggah file proyek final. Lampirkan data usaha seperlunya, contoh implementasi, dan rencana tindak lanjut setelah pelatihan.",28,true,2024-01-29 08:00:00
ASN000098,PLT000049,Template pembukuan sederhana,Tugas proyek: Template pembukuan sederhana. Peserta diminta membuat bukti praktik yang relevan dengan usaha masing-masing.,"Upload dokumen proyek yang menjelaskan masalah usaha, solusi yang diterapkan, output akhir, dan tautan/foto pendukung bila tersedia.",13,true,2024-01-14 08:00:00
ASN000099,PLT000049,Analisis laba rugi satu bulan,"Studi kasus terapan: Analisis laba rugi satu bulan. Peserta menyiapkan dokumen kerja, bukti pendukung, dan rencana tindak lanjut.","Unggah file hasil proyek dalam format PDF/DOCX/XLSX/PPTX. File harus memuat identitas UMKM, kondisi awal, langkah pengerjaan, hasil akhir, dan bukti pendukung.",23,true,2024-01-24 08:00:00
ASN000100,PLT000050,Rencana konten 14 hari,Project file-upload: Rencana konten 14 hari. Output harus menunjukkan proses dan hasil penerapan pada UMKM peserta.,"Kumpulkan satu file utama berisi laporan praktik, dokumentasi foto/screenshot, dan refleksi singkat hasil implementasi pada usaha masing-masing.",19,true,2024-01-20 08:00:00
ASN000101,PLT000051,Portofolio foto produk,Tugas proyek: Portofolio foto produk. Peserta diminta membuat bukti praktik yang relevan dengan usaha masing-masing.,"Upload dokumen proyek yang menjelaskan masalah usaha, solusi yang diterapkan, output akhir, dan tautan/foto pendukung bila tersedia.",12,true,2024-01-13 08:00:00
ASN000102,PLT000051,Katalog digital siap unggah,Tugas proyek: Katalog digital siap unggah. Peserta diminta membuat bukti praktik yang relevan dengan usaha masing-masing.,"Upload dokumen proyek yang menjelaskan masalah usaha, solusi yang diterapkan, output akhir, dan tautan/foto pendukung bila tersedia.",21,true,2024-01-22 08:00:00
ASN000103,PLT000052,Checklist legalitas usaha,Tugas proyek: Checklist legalitas usaha. Peserta diminta membuat bukti praktik yang relevan dengan usaha masing-masing.,"Unggah file hasil proyek dalam format PDF/DOCX/XLSX/PPTX. File harus memuat identitas UMKM, kondisi awal, langkah pengerjaan, hasil akhir, dan bukti pendukung.",13,true,2024-01-14 08:00:00
ASN000104,PLT000052,Draft dokumen administrasi,Tugas proyek: Draft dokumen administrasi. Peserta diminta membuat bukti praktik yang relevan dengan usaha masing-masing.,"Upload dokumen proyek yang menjelaskan masalah usaha, solusi yang diterapkan, output akhir, dan tautan/foto pendukung bila tersedia.",19,true,2024-01-20 08:00:00
ASN000105,PLT000052,Checklist legalitas usaha,Tugas proyek: Checklist legalitas usaha. Peserta diminta membuat bukti praktik yang relevan dengan usaha masing-masing.,"Upload dokumen proyek yang menjelaskan masalah usaha, solusi yang diterapkan, output akhir, dan tautan/foto pendukung bila tersedia.",29,true,2024-01-30 08:00:00
ASN000106,PLT000053,Dokumen bahan dan pemasok,"Studi kasus terapan: Dokumen bahan dan pemasok. Peserta menyiapkan dokumen kerja, bukti pendukung, dan rencana tindak lanjut.","Peserta wajib mengunggah file proyek final. Lampirkan data usaha seperlunya, contoh implementasi, dan rencana tindak lanjut setelah pelatihan.",18,true,2024-01-19 08:00:00
ASN000107,PLT000053,Draft manual halal sederhana,Project file-upload: Draft manual halal sederhana. Output harus menunjukkan proses dan hasil penerapan pada UMKM peserta.,"Unggah file hasil proyek dalam format PDF/DOCX/XLSX/PPTX. File harus memuat identitas UMKM, kondisi awal, langkah pengerjaan, hasil akhir, dan bukti pendukung.",17,true,2024-01-18 08:00:00
ASN000108,PLT000054,Perhitungan HPP produk utama,Project file-upload: Perhitungan HPP produk utama. Output harus menunjukkan proses dan hasil penerapan pada UMKM peserta.,"Kumpulkan satu file utama berisi laporan praktik, dokumentasi foto/screenshot, dan refleksi singkat hasil implementasi pada usaha masing-masing.",15,true,2024-01-16 08:00:00
ASN000109,PLT000054,Simulasi harga jual dan margin,Tugas proyek: Simulasi harga jual dan margin. Peserta diminta membuat bukti praktik yang relevan dengan usaha masing-masing.,"Unggah file hasil proyek dalam format PDF/DOCX/XLSX/PPTX. File harus memuat identitas UMKM, kondisi awal, langkah pengerjaan, hasil akhir, dan bukti pendukung.",17,true,2024-01-18 08:00:00
ASN000110,PLT000054,Perhitungan HPP produk utama,"Studi kasus terapan: Perhitungan HPP produk utama. Peserta menyiapkan dokumen kerja, bukti pendukung, dan rencana tindak lanjut.","Unggah file hasil proyek dalam format PDF/DOCX/XLSX/PPTX. File harus memuat identitas UMKM, kondisi awal, langkah pengerjaan, hasil akhir, dan bukti pendukung.",25,true,2024-01-26 08:00:00
ASN000111,PLT000055,Audit toko marketplace,Tugas proyek: Audit toko marketplace. Peserta diminta membuat bukti praktik yang relevan dengan usaha masing-masing.,"Upload dokumen proyek yang menjelaskan masalah usaha, solusi yang diterapkan, output akhir, dan tautan/foto pendukung bila tersedia.",15,true,2024-01-16 08:00:00
ASN000112,PLT000055,Rencana optimasi listing produk,"Studi kasus terapan: Rencana optimasi listing produk. Peserta menyiapkan dokumen kerja, bukti pendukung, dan rencana tindak lanjut.","Peserta wajib mengunggah file proyek final. Lampirkan data usaha seperlunya, contoh implementasi, dan rencana tindak lanjut setelah pelatihan.",17,true,2024-01-18 08:00:00
ASN000113,PLT000056,Pitch deck produk ekspor,"Studi kasus terapan: Pitch deck produk ekspor. Peserta menyiapkan dokumen kerja, bukti pendukung, dan rencana tindak lanjut.","Kumpulkan satu file utama berisi laporan praktik, dokumentasi foto/screenshot, dan refleksi singkat hasil implementasi pada usaha masing-masing.",18,true,2024-01-19 08:00:00
ASN000114,PLT000057,Mockup desain kemasan,Project file-upload: Mockup desain kemasan. Output harus menunjukkan proses dan hasil penerapan pada UMKM peserta.,"Kumpulkan satu file utama berisi laporan praktik, dokumentasi foto/screenshot, dan refleksi singkat hasil implementasi pada usaha masing-masing.",18,true,2024-01-19 08:00:00
ASN000115,PLT000057,Brand guideline sederhana,"Studi kasus terapan: Brand guideline sederhana. Peserta menyiapkan dokumen kerja, bukti pendukung, dan rencana tindak lanjut.","Upload dokumen proyek yang menjelaskan masalah usaha, solusi yang diterapkan, output akhir, dan tautan/foto pendukung bila tersedia.",23,true,2024-01-24 08:00:00
ASN000116,PLT000057,Mockup desain kemasan,Tugas proyek: Mockup desain kemasan. Peserta diminta membuat bukti praktik yang relevan dengan usaha masing-masing.,"Unggah file hasil proyek dalam format PDF/DOCX/XLSX/PPTX. File harus memuat identitas UMKM, kondisi awal, langkah pengerjaan, hasil akhir, dan bukti pendukung.",24,true,2024-01-25 08:00:00
ASN000117,PLT000058,SOP customer service,Tugas proyek: SOP customer service. Peserta diminta membuat bukti praktik yang relevan dengan usaha masing-masing.,"Unggah file hasil proyek dalam format PDF/DOCX/XLSX/PPTX. File harus memuat identitas UMKM, kondisi awal, langkah pengerjaan, hasil akhir, dan bukti pendukung.",15,true,2024-01-16 08:00:00
ASN000118,PLT000058,Simulasi penanganan komplain,Project file-upload: Simulasi penanganan komplain. Output harus menunjukkan proses dan hasil penerapan pada UMKM peserta.,"Peserta wajib mengunggah file proyek final. Lampirkan data usaha seperlunya, contoh implementasi, dan rencana tindak lanjut setelah pelatihan.",22,true,2024-01-23 08:00:00
ASN000119,PLT000058,SOP customer service,Project file-upload: SOP customer service. Output harus menunjukkan proses dan hasil penerapan pada UMKM peserta.,"Kumpulkan satu file utama berisi laporan praktik, dokumentasi foto/screenshot, dan refleksi singkat hasil implementasi pada usaha masing-masing.",25,true,2024-01-26 08:00:00
ASN000120,PLT000059,SOP produksi harian,Project file-upload: SOP produksi harian. Output harus menunjukkan proses dan hasil penerapan pada UMKM peserta.,"Upload dokumen proyek yang menjelaskan masalah usaha, solusi yang diterapkan, output akhir, dan tautan/foto pendukung bila tersedia.",16,true,2024-01-17 08:00:00
ASN000121,PLT000060,Pitch deck UMKM,"Studi kasus terapan: Pitch deck UMKM. Peserta menyiapkan dokumen kerja, bukti pendukung, dan rencana tindak lanjut.","Unggah file hasil proyek dalam format PDF/DOCX/XLSX/PPTX. File harus memuat identitas UMKM, kondisi awal, langkah pengerjaan, hasil akhir, dan bukti pendukung.",14,true,2024-01-15 08:00:00
ASN000122,PLT000060,Video pendek pitching usaha,Project file-upload: Video pendek pitching usaha. Output harus menunjukkan proses dan hasil penerapan pada UMKM peserta.,"Peserta wajib mengunggah file proyek final. Lampirkan data usaha seperlunya, contoh implementasi, dan rencana tindak lanjut setelah pelatihan.",17,true,2024-01-18 08:00:00
ASN000123,PLT000060,Pitch deck UMKM,Tugas proyek: Pitch deck UMKM. Peserta diminta membuat bukti praktik yang relevan dengan usaha masing-masing.,"Kumpulkan satu file utama berisi laporan praktik, dokumentasi foto/screenshot, dan refleksi singkat hasil implementasi pada usaha masing-masing.",23,true,2024-01-24 08:00:00
ASN000124,PLT000061,Template pembukuan sederhana,Tugas proyek: Template pembukuan sederhana. Peserta diminta membuat bukti praktik yang relevan dengan usaha masing-masing.,"Kumpulkan satu file utama berisi laporan praktik, dokumentasi foto/screenshot, dan refleksi singkat hasil implementasi pada usaha masing-masing.",15,true,2024-01-16 08:00:00
ASN000125,PLT000061,Analisis laba rugi satu bulan,"Studi kasus terapan: Analisis laba rugi satu bulan. Peserta menyiapkan dokumen kerja, bukti pendukung, dan rencana tindak lanjut.","Kumpulkan satu file utama berisi laporan praktik, dokumentasi foto/screenshot, dan refleksi singkat hasil implementasi pada usaha masing-masing.",24,true,2024-01-25 08:00:00
ASN000126,PLT000062,Rencana konten 14 hari,"Studi kasus terapan: Rencana konten 14 hari. Peserta menyiapkan dokumen kerja, bukti pendukung, dan rencana tindak lanjut.","Upload dokumen proyek yang menjelaskan masalah usaha, solusi yang diterapkan, output akhir, dan tautan/foto pendukung bila tersedia.",18,true,2024-01-19 08:00:00
ASN000127,PLT000063,Portofolio foto produk,"Studi kasus terapan: Portofolio foto produk. Peserta menyiapkan dokumen kerja, bukti pendukung, dan rencana tindak lanjut.","Unggah file hasil proyek dalam format PDF/DOCX/XLSX/PPTX. File harus memuat identitas UMKM, kondisi awal, langkah pengerjaan, hasil akhir, dan bukti pendukung.",14,true,2024-01-15 08:00:00
ASN000128,PLT000064,Checklist legalitas usaha,"Studi kasus terapan: Checklist legalitas usaha. Peserta menyiapkan dokumen kerja, bukti pendukung, dan rencana tindak lanjut.","Kumpulkan satu file utama berisi laporan praktik, dokumentasi foto/screenshot, dan refleksi singkat hasil implementasi pada usaha masing-masing.",13,true,2024-01-14 08:00:00
ASN000129,PLT000064,Draft dokumen administrasi,"Studi kasus terapan: Draft dokumen administrasi. Peserta menyiapkan dokumen kerja, bukti pendukung, dan rencana tindak lanjut.","Upload dokumen proyek yang menjelaskan masalah usaha, solusi yang diterapkan, output akhir, dan tautan/foto pendukung bila tersedia.",24,true,2024-01-25 08:00:00
ASN000130,PLT000064,Checklist legalitas usaha,Tugas proyek: Checklist legalitas usaha. Peserta diminta membuat bukti praktik yang relevan dengan usaha masing-masing.,"Peserta wajib mengunggah file proyek final. Lampirkan data usaha seperlunya, contoh implementasi, dan rencana tindak lanjut setelah pelatihan.",28,true,2024-01-29 08:00:00
ASN000131,PLT000065,Dokumen bahan dan pemasok,Project file-upload: Dokumen bahan dan pemasok. Output harus menunjukkan proses dan hasil penerapan pada UMKM peserta.,"Upload dokumen proyek yang menjelaskan masalah usaha, solusi yang diterapkan, output akhir, dan tautan/foto pendukung bila tersedia.",18,true,2024-01-19 08:00:00
ASN000132,PLT000066,Perhitungan HPP produk utama,"Studi kasus terapan: Perhitungan HPP produk utama. Peserta menyiapkan dokumen kerja, bukti pendukung, dan rencana tindak lanjut.","Peserta wajib mengunggah file proyek final. Lampirkan data usaha seperlunya, contoh implementasi, dan rencana tindak lanjut setelah pelatihan.",19,true,2024-01-20 08:00:00
